"code_group","code","description"
"Client Specialist Skill (Skill)","LPI","Personal Injury / Torts"
"Client Specialist Skill (Skill)","LPT","Personal Taxation"
"Client Specialist Skill (Skill)","LPE","Private Equity"
"Client Specialist Skill (Skill)","LPL","Product Liability"
"Client Specialist Skill (Skill)","LRS","Regulatory / SEC / Compliance"
"Client Specialist Skill (Skill)","LBR","Bankruptcy / Restructuring"
"Client Specialist Skill (Skill)","LUS","US Securities"
"Client Specialist Skill (Skill)","LSO","Social (Legal)"
"Client Specialist Skill (Skill)","LTE","Trusts & Estates"
"Client Specialist Skill (Skill)","LFW","Fraud / White Collar Crime"
"Candidate Specialist Skill (Skill)","LBS","Blue Sky"
"Candidate Specialist Skill (Skill)","LCM","Capital Markets"
"Candidate Specialist Skill (Skill)","LCV","Civil Litigation"
"Candidate Specialist Skill (Skill)","LCC","Class Actions"
"Candidate Specialist Skill (Skill)","LCL","Commercial Litigation"
"Candidate Specialist Skill (Skill)","LCO","Compliance"
"Candidate Specialist Skill (Skill)","LCA","Contracts"
"Candidate Specialist Skill (Skill)","LCG","Corporate - General"
"Candidate Specialist Skill (Skill)","LCT","Corporate Taxation"
"Candidate Specialist Skill (Skill)","LCS","Credit / Structured Finance"
"Candidate Specialist Skill (Skill)","LCR","Criminal"
"Candidate Specialist Skill (Skill)","LDI","Derivatives / ISDA"
"Candidate Specialist Skill (Skill)","LEM","Employment"
"Candidate Specialist Skill (Skill)","LEN","Environment"
"Candidate Specialist Skill (Skill)","LDF","Divorce / Family"
"Candidate Specialist Skill (Skill)","LFG","FS - General"
"Candidate Specialist Skill (Skill)","LIM","Immigration"
"Candidate Specialist Skill (Skill)","LIN","Insurance"
"Candidate Specialist Skill (Skill)","LFI","Funds / Investment Management"
"Candidate Specialist Skill (Skill)","LMA","Mergers & Acquisitions"
"Candidate Specialist Skill (Skill)","LPI","Personal Injury / Torts"
"Candidate Specialist Skill (Skill)","LPT","Personal Taxation"
"Candidate Specialist Skill (Skill)","LPE","Private Equity"
"Candidate Specialist Skill (Skill)","LPL","Product Liability"
"Candidate Specialist Skill (Skill)","LRS","Regulatory / SEC / Compliance"
"Candidate Specialist Skill (Skill)","LBR","Bankruptcy / Restructuring"
"Candidate Specialist Skill (Skill)","LUS","US Securities"
"Candidate Specialist Skill (Skill)","LSO","Social (Legal)"
"Candidate Specialist Skill (Skill)","LTE","Trusts & Estates"
"Candidate Specialist Skill (Skill)","LFW","Fraud / White Collar Crime"
"Candidate Specialist Skill (Skill)","IBSK","Microsoft SharePoint"
"Candidate Specialist Skill (Skill)","IBSM","SAP - mySAP"
"Candidate Specialist Skill (Skill)","IBSN","Oracle EBS"
"Candidate Consultant (Skill)","SBDM","David Moan"
"Candidate Job Group (Skill)","ZH","Mergers & Acquisitions, Corporate Finance"
"Candidate Job Group (Skill)","PPCF","PP-Corp Finance"
"Candidate Job Group (Skill)","CR","Credit Risk"
"Candidate Job Group (Skill)","ZD","Credit Research"
"Client Job Group (Skill)","ZH","Mergers & Acquisitions, Corporate Finance"
"Client Job Group (Skill)","PPCF","PP-Corp Finance"
"Client Job Group (Skill)","CR","Credit Risk"
"Client Job Group (Skill)","ZD","Credit Research"
"Candidate Job Group (Skill)","BA","Business Analyst / Systems Analyst"
"Candidate Job Group (Skill)","I10","Business Analysis"
"Candidate Job Group (Skill)","ZK","Project Manager - Financial Services"
"Candidate Job Group (Skill)","I21","Project / Programme Manager (PMO)"
"Client Job Group (Skill)","BA","Business Analyst / Systems Analyst"
"Client Job Group (Skill)","I10","Business Analysis"
"Client Job Group (Skill)","ZK","Project Manager - Financial Services"
"Client Job Group (Skill)","I21","Project / Programme Manager (PMO)"
"Candidate Job Group (Skill)","MA","Agency"
"Candidate Job Group (Skill)","MACR","Client / Investor Relations"
"Candidate Job Group (Skill)","MARF","RFP"
"Candidate Job Group (Skill)","MAN","Analysis & Planning"
"Client Job Group (Skill)","MA","Agency"
"Client Job Group (Skill)","MACR","Client / Investor Relations"
"Client Job Group (Skill)","MARF","RFP"
"Client Job Group (Skill)","MAN","Analysis & Planning"
"Candidate Job Group (Skill)","A10","Bookkeeping"
"Candidate Job Group (Skill)","ACC","Accountant /Bookkeeper"
"Candidate Job Group (Skill)","A11","Credit Control/Management"
"Candidate Job Group (Skill)","CC","Credit Control /AR"
"Candidate Job Group (Skill)","A12","External Audit"
"Candidate Job Group (Skill)","PPA","PP - Audit"
"Candidate Job Group (Skill)","A14","Controller"
"Candidate Job Group (Skill)","FD","Financial Controller"
"Candidate Job Group (Skill)","A15","CFO"
"Candidate Job Group (Skill)","CFO","Chief Financial Officer"
"Candidate Job Group (Skill)","A21","Internal Audit"
"Candidate Job Group (Skill)","IA","Internal Audit"
"Candidate Job Group (Skill)","A22","Investor Relations"
"Candidate Job Group (Skill)","CS","Ops-Client / Investor Relations"
"Candidate Job Group (Skill)","A23","Payroll"
"Candidate Job Group (Skill)","PAY","Payroll"
"Candidate Job Group (Skill)","A25","Accounts Payable"
"Candidate Job Group (Skill)","FU","Accounts Payable"
"Candidate Job Group (Skill)","B04","Product Control(FS&B)"
"Candidate Job Group (Skill)","ZG","Product Control"
"Candidate Job Group (Skill)","B05","Quants"
"Candidate Job Group (Skill)","QR","Quantitative Risk Analyst"
"Candidate Job Group (Skill)","B10","Retail Banking Mortgage Advisor"
"Candidate Job Group (Skill)","Z1","Retail Banking - Mortgage"
"Candidate Job Group (Skill)","B16","Venture Capitalist/Private Equity"
"Candidate Job Group (Skill)","ZN","Equity Research"
"Candidate Job Group (Skill)","O10","Administrator"
"Candidate Job Group (Skill)","ADM","Administrative Assistant"
"Candidate Job Group (Skill)","O13","Data Entry"
"Candidate Job Group (Skill)","ZAD","Data Entry"
"Candidate Job Group (Skill)","O14","Executive Assistant"
"Candidate Job Group (Skill)","zae","Executive Assistant"
"Candidate Job Group (Skill)","O20","Office Manager"
"Candidate Job Group (Skill)","ZAO","Office Assistant"
"Candidate Job Group (Skill)","O22","Receptionist"
"Candidate Job Group (Skill)","ZAR","Front Desk Reception"
"Client Job Group (Skill)","A10","Bookkeeping"
"Client Job Group (Skill)","ACC","Accountant /Bookkeeper"
"Client Job Group (Skill)","A11","Credit Control/Management"
"Client Job Group (Skill)","CC","Credit Control /AR"
"Client Job Group (Skill)","A12","External Audit"
"Client Job Group (Skill)","PPA","PP - Audit"
"Client Job Group (Skill)","A14","Controller"
"Client Job Group (Skill)","FD","Financial Controller"
"Client Job Group (Skill)","A15","CFO"
"Client Job Group (Skill)","CFO","Chief Financial Officer"
"Client Job Group (Skill)","A21","Internal Audit"
"Client Job Group (Skill)","IA","Internal Audit"
"Client Job Group (Skill)","A22","Investor Relations"
"Client Job Group (Skill)","CS","Ops-Client / Investor Relations"
"Client Job Group (Skill)","A23","Payroll"
"Client Job Group (Skill)","PAY","Payroll"
"Client Job Group (Skill)","A25","Accounts Payable"
"Client Job Group (Skill)","FU","Accounts Payable"
"Client Job Group (Skill)","B04","Product Control(FS&B)"
"Client Job Group (Skill)","ZG","Product Control"
"Client Job Group (Skill)","B05","Quants"
"Client Job Group (Skill)","QR","Quantitative Risk Analyst"
"Client Job Group (Skill)","B10","Retail Banking Mortgage Advisor"
"Client Job Group (Skill)","Z1","Retail Banking - Mortgage"
"Client Job Group (Skill)","B12","Risk Management(FS&B)"
"Client Job Group (Skill)","ZP","Risk Management"
"Client Job Group (Skill)","B16","Venture Capitalist/Private Equity"
"Client Job Group (Skill)","ZN","Equity Research"
"Client Job Group (Skill)","O10","Administrator"
"Client Job Group (Skill)","ADM","Administrative Assistant"
"Client Job Group (Skill)","O13","Data Entry"
"Client Job Group (Skill)","ZAD","Data Entry"
"Client Job Group (Skill)","O14","Executive Assistant"
"Client Job Group (Skill)","zae","Executive Assistant"
"Client Job Group (Skill)","O20","Office Manager"
"Client Job Group (Skill)","ZAO","Office Assistant"
"Client Job Group (Skill)","O22","Receptionist"
"Client Job Group (Skill)","ZAR","Front Desk Reception"
"Candidate Job Group (Skill)","B02","Portfolio/Fund/Asset Manager"
"Candidate Job Group (Skill)","ZF","Fund Accounting / NAV"
"Candidate Job Group (Skill)","ZPR","Portfolio Manager"
"Candidate Job Group (Skill)","B03","Private Banker/Relationship Manager/Wealth Manager"
"Candidate Job Group (Skill)","ZB","Corporate Banking Relationship Manager"
"Candidate Job Group (Skill)","ZS","Private Banking"
"Candidate Job Group (Skill)","B13","Sales & Trading"
"Candidate Job Group (Skill)","ZQ","Institutional Sales"
"Candidate Job Group (Skill)","ZR","Trading"
"Client Job Group (Skill)","B02","Portfolio/Fund/Asset Manager"
"Client Job Group (Skill)","ZF","Fund Accounting / NAV"
"Client Job Group (Skill)","ZPR","Portfolio Manager"
"Client Job Group (Skill)","B03","Private Banker/Relationship Manager/Wealth Manager"
"Client Job Group (Skill)","ZB","Corporate Banking Relationship Manager"
"Client Job Group (Skill)","ZS","Private Banking"
"Client Job Group (Skill)","B13","Sales & Trading"
"Client Job Group (Skill)","ZQ","Institutional Sales"
"Client Job Group (Skill)","ZR","Trading"
"Candidate Job Group (Skill)","H10","Benefits (HR)"
"Candidate Job Group (Skill)","CB","HR Benefits"
"Candidate Job Group (Skill)","H13","Diversity"
"Candidate Job Group (Skill)","HD","HR Diversity"
"Candidate Job Group (Skill)","H20","Learning/Training & Development"
"Candidate Job Group (Skill)","HT","HR Training & Development"
"Candidate Job Group (Skill)","H21","Organizational Development"
"Candidate Job Group (Skill)","HO","HR Organizational Development"
"Candidate Job Group (Skill)","O15","HR Admin"
"Candidate Job Group (Skill)","HA","HR Assistant / Administrator"
"Client Job Group (Skill)","H10","Benefits (HR)"
"Client Job Group (Skill)","CB","HR Benefits"
"Client Job Group (Skill)","H13","Diversity"
"Client Job Group (Skill)","HD","HR Diversity"
"Client Job Group (Skill)","H20","Learning/Training & Development"
"Client Job Group (Skill)","HT","HR Training & Development"
"Client Job Group (Skill)","H21","Organizational Development"
"Client Job Group (Skill)","HO","HR Organizational Development"
"Client Job Group (Skill)","O15","HR Admin"
"Client Job Group (Skill)","HA","HR Assistant / Administrator"
"Candidate Job Group (Skill)","H23","Recruitment Consultant"
"Client Job Group (Skill)","H23","Recruitment Consultant"
"Client Job Group (Skill)","PRC","MPI Consultant"
"Candidate Job Group (Skill)","H12","Compensation (HR)"
"Candidate Job Group (Skill)","HP","HR Payroll"
"Candidate Job Group (Skill)","HCM","HR Compensation"
"Candidate Job Group (Skill)","H18","HR Director"
"Candidate Job Group (Skill)","HDR","HR Director"
"Candidate Job Group (Skill)","HVP","VP HR"
"Client Job Group (Skill)","H12","Compensation (HR)"
"Client Job Group (Skill)","HP","HR Payroll"
"Client Job Group (Skill)","HCM","HR Compensation"
"Client Job Group (Skill)","H18","HR Director"
"Client Job Group (Skill)","HDR","HR Director"
"Client Job Group (Skill)","HVP","VP HR"
"Candidate Job Group (Skill)","H19","HR Generalist"
"Candidate Job Group (Skill)","HG","HR Generalist"
"Candidate Job Group (Skill)","HMG","HR Manager"
"Candidate Job Group (Skill)","SH","Human Resources"
"Candidate Job Group (Skill)","H10","Human Resources (HR) Generalist"
"Candidate Job Group (Skill)","BH","Human Resources"
"Client Job Group (Skill)","H19","HR Generalist"
"Client Job Group (Skill)","HG","HR Generalist"
"Client Job Group (Skill)","HMG","HR Manager"
"Client Job Group (Skill)","SH","Human Resources"
"Client Job Group (Skill)","H10","Human Resources (HR) Generalist"
"Client Job Group (Skill)","BH","Human Resources"
"Candidate Job Group (Skill)","O19","Marketing & Sales Admin"
"Candidate Job Group (Skill)","MAS","Marketing Assistant"
"Candidate Job Group (Skill)","M10","Advertising"
"Candidate Job Group (Skill)","MAD","Advertising"
"Candidate Job Group (Skill)","M11","Brand Management"
"Candidate Job Group (Skill)","MBR","Brand Marketing"
"Candidate Job Group (Skill)","M15","Customer Relationship Management (CRM)"
"Candidate Job Group (Skill)","MDA","Database Marketing"
"Candidate Job Group (Skill)","M16","Design & Creative"
"Candidate Job Group (Skill)","MC","Creative"
"Candidate Job Group (Skill)","M17","Direct Marketing/Campaign"
"Candidate Job Group (Skill)","MDM","Direct Marketing"
"Candidate Job Group (Skill)","M19","Editor"
"Candidate Job Group (Skill)","MAWE","Writing / Editor"
"Candidate Job Group (Skill)","M20","Fundraising /Gift Officer"
"Candidate Job Group (Skill)","MAFU","Fundraising"
"Candidate Job Group (Skill)","M21","In-House Communications"
"Candidate Job Group (Skill)","MAIC","Internal Communications"
"Candidate Job Group (Skill)","M22","Marketing Director"
"Candidate Job Group (Skill)","MAMD","Marketing Director / VP"
"Candidate Job Group (Skill)","M26","Public Relations (PR)"
"Candidate Job Group (Skill)","MPR","Public Relations"
"Candidate Job Group (Skill)","M28","Trade /Channel Marketing"
"Candidate Job Group (Skill)","MTC","Trade Marketing  / Category Marketing"
"Candidate Job Group (Skill)","S19","Pre Sales"
"Candidate Job Group (Skill)","SCS","Channel Sales"
"Candidate Job Group (Skill)","S21","Sales Manager"
"Candidate Job Group (Skill)","SAMD","Sales Manager / Director / VP"
"Candidate Job Group (Skill)","S20","Sales / Business Development Director"
"Candidate Job Group (Skill)","SBD","New Business Development"
"Client Job Group (Skill)","O19","Marketing & Sales Admin"
"Client Job Group (Skill)","MAS","Marketing Assistant"
"Client Job Group (Skill)","M10","Advertising"
"Client Job Group (Skill)","MAD","Advertising"
"Client Job Group (Skill)","M11","Brand Management"
"Client Job Group (Skill)","MBR","Brand Marketing"
"Client Job Group (Skill)","M15","Customer Relationship Management (CRM)"
"Client Job Group (Skill)","MDA","Database Marketing"
"Client Job Group (Skill)","M16","Design & Creative"
"Client Job Group (Skill)","MC","Creative"
"Client Job Group (Skill)","M17","Direct Marketing/Campaign"
"Client Job Group (Skill)","MDM","Direct Marketing"
"Client Job Group (Skill)","M19","Editor"
"Client Job Group (Skill)","MAWE","Writing / Editor"
"Client Job Group (Skill)","M20","Fundraising /Gift Officer"
"Client Job Group (Skill)","MAFU","Fundraising"
"Client Job Group (Skill)","M21","In-House Communications"
"Client Job Group (Skill)","MAIC","Internal Communications"
"Client Job Group (Skill)","M22","Marketing Director"
"Client Job Group (Skill)","MAMD","Marketing Director / VP"
"Client Job Group (Skill)","M26","Public Relations (PR)"
"Client Job Group (Skill)","MPR","Public Relations"
"Client Job Group (Skill)","M28","Trade /Channel Marketing"
"Client Job Group (Skill)","MTC","Trade Marketing  / Category Marketing"
"Client Job Group (Skill)","S19","Pre Sales"
"Client Job Group (Skill)","SCS","Channel Sales"
"Client Job Group (Skill)","S21","Sales Manager"
"Client Job Group (Skill)","SAMD","Sales Manager / Director / VP"
"Client Job Group (Skill)","S20","Sales / Business Development Director"
"Client Job Group (Skill)","SBD","New Business Development"
"Candidate Job Group (Skill)","M14","Corporate/External Communications"
"Candidate Job Group (Skill)","MCO","Marketing Communications"
"Candidate Job Group (Skill)","FNC","NP - Communications"
"Client Job Group (Skill)","M14","Corporate/External Communications"
"Client Job Group (Skill)","MCO","Marketing Communications"
"Client Job Group (Skill)","FNC","NP - Communications"
"Candidate Job Group (Skill)","M18","E-Commerce & Online"
"Candidate Job Group (Skill)","MON","Online Marketing"
"Candidate Job Group (Skill)","SOS","Online Sales"
"Candidate Job Group (Skill)","M23","Marketing Management"
"Candidate Job Group (Skill)","GM","General Management"
"Candidate Job Group (Skill)","MAMG","Marketing Management"
"Candidate Job Group (Skill)","M25","Product Management"
"Candidate Job Group (Skill)","MPM","Product Marketing"
"Candidate Job Group (Skill)","MPN","Product Manager"
"Candidate Job Group (Skill)","S12","B2B Sales"
"Candidate Job Group (Skill)","SARS","Retail Sales"
"Candidate Job Group (Skill)","SDS","Direct Sales"
"Client Job Group (Skill)","M18","E-Commerce & Online"
"Client Job Group (Skill)","MON","Online Marketing"
"Client Job Group (Skill)","SOS","Online Sales"
"Client Job Group (Skill)","M23","Marketing Management"
"Client Job Group (Skill)","GM","General Management"
"Client Job Group (Skill)","MAMG","Marketing Management"
"Client Job Group (Skill)","M25","Product Management"
"Client Job Group (Skill)","MPM","Product Marketing"
"Client Job Group (Skill)","MPN","Product Manager"
"Client Job Group (Skill)","S12","B2B Sales"
"Client Job Group (Skill)","SARS","Retail Sales"
"Client Job Group (Skill)","SDS","Direct Sales"
"Candidate Job Group (Skill)","S10","B2B Account Manager"
"Candidate Job Group (Skill)","SABB","Sales Business to Business"
"Candidate Job Group (Skill)","SAM","Account Manager"
"Candidate Job Group (Skill)","SIS","Inside Sales"
"Client Job Group (Skill)","S10","B2B Account Manager"
"Client Job Group (Skill)","SABB","Sales Business to Business"
"Client Job Group (Skill)","SAM","Account Manager"
"Client Job Group (Skill)","SIS","Inside Sales"
"Candidate Job Group (Skill)","L10","Associate"
"Candidate Job Group (Skill)","LAT","Associate - Law Firm"
"Candidate Job Group (Skill)","L14","Contracts Specialist"
"Candidate Job Group (Skill)","LCM","Contracts Manager - In-House"
"Candidate Job Group (Skill)","L21","Paralegal"
"Candidate Job Group (Skill)","LPL","Paralegal"
"Client Job Group (Skill)","L10","Associate"
"Client Job Group (Skill)","LAT","Associate - Law Firm"
"Client Job Group (Skill)","L14","Contracts Specialist"
"Client Job Group (Skill)","LCM","Contracts Manager - In-House"
"Client Job Group (Skill)","L21","Paralegal"
"Client Job Group (Skill)","LPL","Paralegal"
"Candidate Job Group (Skill)","O17","Legal Secretary"
"Candidate Job Group (Skill)","LCS","In-House Corporate Secretary"
"Candidate Job Group (Skill)","LSS","Legal Secretary / Support Staff"
"Candidate Job Group (Skill)","L22","Partner"
"Candidate Job Group (Skill)","LHP","Hiring Partner - Law Firm"
"Candidate Job Group (Skill)","LMP","Managing Partner"
"Client Job Group (Skill)","O17","Legal Secretary"
"Client Job Group (Skill)","LCS","In-House Corporate Secretary"
"Client Job Group (Skill)","LSS","Legal Secretary / Support Staff"
"Client Job Group (Skill)","L22","Partner"
"Client Job Group (Skill)","LHP","Hiring Partner - Law Firm"
"Client Job Group (Skill)","LMP","Managing Partner"
"Candidate Job Group (Skill)","H22","Recruitment & Talent Acquisition"
"Candidate Job Group (Skill)","LAH","Recruiter - Attorney"
"Candidate Job Group (Skill)","LAP","Recruiter - Support"
"Candidate Job Group (Skill)","HR","HR Recruiter"
"Client Job Group (Skill)","H22","Recruitment & Talent Acquisition"
"Client Job Group (Skill)","LAH","Recruiter - Attorney"
"Client Job Group (Skill)","LAP","Recruiter - Support"
"Client Job Group (Skill)","HR","HR Recruiter"
"Candidate Job Group (Skill)","A18","Financial Reporting"
"Candidate Job Group (Skill)","A19","Reporting"
"Candidate Job Group (Skill)","FI","Financial Reporting/IFRS"
"Client Job Group (Skill)","A18","Financial Reporting"
"Client Job Group (Skill)","A19","Reporting"
"Client Job Group (Skill)","FI","Financial Reporting/IFRS"
"Candidate Job Group (Skill)","L18","In-House Attorney"
"Candidate Job Group (Skill)","L19","In-House General Counsel"
"Candidate Job Group (Skill)","LCS","In-House GC"
"Candidate Job Group (Skill)","LIA","In-House Attorney"
"Candidate Job Group (Skill)","ZL","Lawyer / General Counsel"
"Client Job Group (Skill)","L18","In-House Attorney"
"Client Job Group (Skill)","L19","In-House General Counsel"
"Client Job Group (Skill)","LCS","In-House GC"
"Client Job Group (Skill)","LIA","In-House Attorney"
"Client Job Group (Skill)","ZL","Lawyer / General Counsel"
"Candidate Job Group (Skill)","X02","Chief Executive Officer (CEO)"
"Candidate Job Group (Skill)","CEO","Chief Executive Officer"
"Candidate Job Group (Skill)","X06","Operations Director (OD) / Chief "
"Candidate Job Group (Skill)","COO","CAO /COO/ Head of Ops"
"Client Job Group (Skill)","X02","Chief Executive Officer (CEO)"
"Client Job Group (Skill)","CEO","Chief Executive Officer"
"Client Job Group (Skill)","X06","Operations Director (OD) / Chief "
"Client Job Group (Skill)","COO","CAO /COO/ Head of Ops"
"Client Specialist Skill (Skill)","LIP","IP - Patent"
"Client Specialist Skill (Skill)","LIT","IP - Trademark"
"Client Specialist Skill (Skill)","LRC","Real Estate - Commercial"
"Client Specialist Skill (Skill)","LRR","Real Estate - Residential"
"Candidate Specialist Skill (Skill)","LIP","IP - Patent"
"Candidate Specialist Skill (Skill)","LIT","IP - Trademark"
"Candidate Specialist Skill (Skill)","LRC","Real Estate - Commercial"
"Candidate Specialist Skill (Skill)","LRR","Real Estate - Residential"
